POI,subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
臺北市士林區小北街28號2樓之1,1,2,6,3,5,17,1,3,19,9,10,43,0,6,22,2,5,14,7,8,24,1,7,46,9,14,46,5,28,60,4,23,60,1,30,60
臺北市士林區福港街262巷4號2樓,0,1,8,2,3,19,1,2,24,0,2,32,1,2,27,0,7,30,1,11,28,3,9,55,0,7,60,7,30,60,5,12,60,0,6,60
臺北市士林區中正路699號8樓,0,0,8,0,1,18,1,2,23,0,0,32,1,2,43,2,2,30,4,4,36,3,7,60,1,3,60,4,15,60,2,8,60,3,4,60
臺北市北投區東華街二段３３６號,1,2,6,0,0,11,1,4,19,0,16,31,1,5,16,0,1,10,1,2,9,1,12,53,4,11,33,17,32,60,3,11,57,0,1,60
臺北市北投區石牌路一段３９巷１３１弄２０號１１樓,1,2,7,0,7,12,3,6,21,1,22,33,2,7,19,0,3,12,1,3,12,7,11,58,3,12,42,7,30,60,6,14,60,1,10,60
臺北市北投區致遠二路８７巷３０號５樓,0,2,7,0,7,12,3,5,20,4,21,34,3,8,23,0,3,13,1,2,13,8,15,57,2,12,43,8,27,60,7,14,60,4,15,60
臺北市松山區南京東路五段251巷37號3樓,1,1,2,0,4,8,2,7,11,2,7,10,1,6,14,4,8,12,0,6,13,10,23,32,3,7,15,10,34,60,8,35,55,4,32,35
臺北市松山區新東街３巷１４號,0,1,1,1,4,5,2,6,8,0,5,7,1,3,7,0,9,9,1,3,15,8,19,30,3,6,11,8,35,58,7,29,43,5,24,32
臺北市松山區新東街30巷32號3樓之1,0,1,1,1,4,4,1,5,7,0,2,5,1,3,3,0,5,9,1,9,17,5,17,31,1,6,6,8,35,49,3,20,30,3,8,25
臺北市南港區玉成街５２巷２弄１３號四樓,2,3,4,2,4,5,3,8,14,0,1,3,1,7,11,4,11,15,3,8,9,5,18,23,8,15,19,16,43,60,12,29,47,18,27,33
臺北市松山區南京東路三段３３５巷１９號三樓,2,3,4,1,7,12,2,8,10,4,31,37,4,16,21,4,16,28,12,21,40,3,24,36,9,25,41,8,55,60,9,46,60,21,44,60
臺北市信義區吳興街５７９號七樓,0,0,9,0,1,17,2,2,25,2,16,54,2,3,37,0,2,42,0,1,43,3,5,60,0,2,59,6,22,60,4,8,60,0,23,60
臺北市信義區松仁路３０８巷９５號四樓,0,0,10,0,1,18,0,2,19,2,6,45,2,3,31,0,2,38,0,0,39,3,4,60,0,1,60,5,15,60,1,6,60,0,10,60
臺北市信義區福德街１１號四樓,0,2,3,1,5,11,1,7,8,2,3,4,2,9,11,1,8,19,0,0,23,4,10,22,0,4,13,10,37,59,10,23,30,3,14,19
臺北市大安區信義路三段134巷100號,0,3,19,0,3,33,1,12,46,4,36,60,3,20,60,0,2,60,2,9,60,3,15,60,4,25,60,16,47,60,8,43,60,5,19,60
臺北市北投區秀山路5號四樓,0,1,5,1,1,4,0,4,12,3,3,24,1,3,9,1,2,7,0,0,0,2,7,21,2,4,18,3,15,60,1,4,27,0,1,27
臺北市士林區天母東路６１巷３之１號,0,0,3,0,1,12,4,7,21,2,5,55,3,8,24,1,2,8,2,5,11,6,17,48,0,0,25,8,23,60,4,17,60,2,7,60
臺北市北投區中和街525巷4之1號一樓,0,0,5,1,1,4,0,2,12,3,3,12,2,4,9,2,2,7,0,0,0,1,7,19,2,2,18,1,22,60,1,4,26,0,3,23
臺北市北投區承德路七段390號七樓之1,1,2,7,0,0,10,1,2,19,1,3,28,0,2,15,0,1,10,1,2,7,1,9,41,3,10,30,10,25,60,2,9,48,0,1,60
臺北市中山區中山北路二段６５巷２弄１３號５樓之１,1,5,7,3,12,26,0,10,13,3,11,32,2,16,27,39,60,60,9,30,44,4,19,37,2,20,56,11,40,60,11,45,60,15,58,60
臺北市中山區松江路１６４巷６３號５樓之２,1,3,5,0,6,10,2,6,8,2,9,36,3,10,19,17,60,60,3,14,41,4,18,31,8,30,45,12,41,60,6,41,60,8,51,60
臺北市中山區中山北路2段128巷9號6樓,2,4,7,1,12,19,1,10,15,6,23,27,3,11,28,19,54,60,6,17,39,3,19,32,4,16,33,12,37,60,16,46,60,20,50,60
臺北市北投區大度路三段２７０巷６７號１６樓,1,2,4,2,2,4,3,3,7,1,16,36,1,2,12,1,1,1,0,1,3,3,7,16,1,3,7,5,15,42,6,10,22,0,6,18
臺北市士林區重慶北路四段２１２號１５樓,0,0,7,0,4,18,1,2,24,0,0,31,1,3,32,1,2,30,4,5,29,3,8,58,0,3,60,7,22,60,3,11,60,3,5,60
臺北市北投區行義路５８巷１９之２號５樓,0,0,3,1,1,11,0,2,19,1,2,46,0,4,24,0,1,8,0,0,10,4,10,50,0,0,19,8,19,60,3,8,60,1,13,60
臺北市大安區和平東路二段９６巷４３號５樓,0,1,17,0,1,24,2,10,45,29,60,60,10,21,60,1,2,53,1,4,57,1,11,60,4,14,60,10,39,60,7,41,60,1,17,60
臺北市信義區信義路五段９９號１９樓,1,3,4,8,10,11,2,6,7,1,5,15,1,7,14,1,16,24,0,30,33,0,13,24,2,11,22,11,36,59,3,18,36,2,13,39
臺北市信義區大道路４２巷２４號,2,2,3,0,3,8,2,11,14,0,3,5,3,11,13,6,11,14,1,3,8,9,16,22,5,12,17,14,43,60,13,34,44,7,27,33
臺北市松山區撫遠街３６９巷１８號３樓,0,0,0,0,1,5,3,4,5,0,0,1,0,2,2,0,1,1,0,5,11,1,11,23,1,1,7,7,29,44,2,12,16,1,6,7
臺北市大安區仁愛路四段４８巷９之２號,0,4,7,1,4,6,2,8,13,0,11,20,2,9,18,4,31,37,2,26,35,4,25,45,8,36,50,7,30,57,14,40,60,43,60,60
臺北市北投區三合街一段３８號２樓之１,0,3,7,0,2,11,1,3,19,0,8,32,1,3,17,1,3,11,0,2,3,2,10,44,0,13,31,10,35,60,2,12,54,0,5,60
臺北市北投區中華街１０號３樓,0,1,5,0,4,4,1,7,14,0,2,19,1,5,8,2,4,7,0,0,2,5,8,21,0,3,21,6,31,60,6,14,26,3,19,23
臺北市士林區磺溪街４７巷２０號３樓,2,2,6,1,2,16,1,6,22,0,3,51,0,2,29,2,4,11,4,6,23,3,20,59,6,14,46,8,28,60,7,23,60,2,27,60
臺北市北投區吉利街１２７巷５號１０樓之２,1,3,7,0,2,11,1,6,22,1,20,33,1,6,17,0,1,12,1,2,10,7,11,56,4,13,41,15,30,60,6,13,60,1,6,60
臺北市大同區歸綏街５８號３樓,1,4,7,7,16,26,3,10,13,3,15,24,4,20,25,3,49,60,3,40,58,5,18,30,6,18,36,10,33,51,11,41,60,9,46,60
臺北市士林區福志路３８號二樓,0,2,5,0,3,14,1,5,22,0,1,46,1,2,30,0,1,15,0,2,23,3,7,51,2,17,38,12,37,60,11,26,60,3,35,60
臺北市北投區知行路６２號四樓,0,1,3,0,2,5,0,3,5,1,2,36,1,2,12,0,1,1,0,0,3,2,2,24,0,1,5,9,15,42,4,6,20,2,2,19
臺北市士林區承德路四段４０巷２６號六樓之４,1,1,10,0,3,25,1,3,22,0,10,48,0,2,34,4,6,52,1,8,33,3,6,59,0,7,60,9,29,60,1,10,60,2,4,60
臺北市大安區忠孝東路三段212號3樓之1,1,4,6,1,7,10,1,7,12,4,19,27,1,15,21,5,23,38,4,32,43,4,19,27,8,30,51,9,33,60,13,46,60,5,60,60
臺北市大安區師大路６８巷２５號３樓,1,2,6,1,1,3,3,13,14,14,26,50,4,18,28,2,3,5,3,8,17,5,18,26,6,18,34,17,53,60,14,60,60,9,32,45
臺北市大安區復興南路一段107巷33之1號5樓,1,3,7,0,4,6,2,6,13,4,12,29,3,9,21,13,37,44,20,33,39,8,22,28,8,28,54,11,32,57,9,60,60,25,60,60
臺北市中正區和平西路二段７０巷２弄２號８樓,0,2,3,5,12,16,2,8,13,1,4,10,7,20,31,2,4,4,0,1,5,3,16,25,4,19,39,24,46,60,13,29,57,2,22,32
臺北市信義區永吉路４６８巷１０弄１４號,1,3,4,1,4,5,1,10,15,0,3,6,2,10,14,5,13,18,3,6,14,7,19,26,8,16,22,16,46,60,9,40,52,6,31,35
臺北市信義區嘉興街１２７巷１０號二樓,0,3,4,1,4,10,1,6,11,5,23,32,1,9,18,2,15,25,2,12,25,7,31,43,7,23,37,7,34,57,16,36,60,4,54,60
臺北市松山區南京東路五段239號14樓之12,1,1,4,0,4,9,1,6,10,4,8,10,1,7,15,6,8,14,0,9,16,8,22,32,3,9,22,8,32,60,11,37,60,7,32,44
臺北市南港區研究院路二段197巷19號,0,0,2,0,1,4,1,3,7,2,21,22,6,13,17,0,0,3,0,0,7,1,4,13,0,4,19,8,19,58,1,1,16,0,0,4
臺北市信義區莊敬路178巷13號,1,3,6,0,9,10,2,6,9,3,23,28,3,11,14,3,21,31,3,24,37,5,24,39,6,27,41,9,35,55,14,29,53,5,50,60
臺北市南港區東新街118巷81號8樓,0,2,7,1,1,22,3,7,22,1,1,30,1,4,25,1,4,27,1,3,49,2,7,52,0,9,44,13,35,60,1,22,60,11,18,51
臺北市信義區崇德街８８號五樓,1,2,14,1,3,26,0,4,36,3,28,60,1,4,60,2,8,60,2,6,60,9,23,60,7,15,60,8,34,60,14,31,60,2,30,60
臺北市信義區吳興街２８４巷２８弄３２號,0,2,12,1,2,19,0,4,25,15,20,60,2,6,47,1,5,57,0,3,60,0,13,60,2,11,60,5,29,60,1,23,60,19,27,60
臺北市信義區永吉路55號3樓之2,0,4,5,0,3,4,3,5,11,2,8,10,2,11,15,2,11,30,1,22,31,4,16,32,4,19,34,7,33,60,11,30,53,3,18,38
臺北市信義區吳興街２８４巷２４弄５３號二樓,0,2,12,1,2,19,0,4,25,15,20,60,2,6,49,0,5,57,0,3,60,0,13,60,2,11,60,6,29,60,0,25,60,19,27,60
臺北市士林區天母西路22巷6弄6號3樓,0,0,4,0,3,11,2,6,21,0,8,54,2,12,27,0,3,8,0,5,12,4,21,52,0,1,32,7,32,60,4,19,60,25,60,60
臺北市士林區華齡街40巷2弄4號4樓,0,1,7,2,3,20,1,2,22,1,10,38,1,3,28,4,7,27,1,10,27,4,8,51,0,7,54,7,26,60,6,12,60,1,7,60
臺北市士林區永平街15號,0,0,7,1,1,18,1,2,17,0,0,19,1,1,34,2,2,19,0,3,32,3,6,57,1,1,55,5,16,60,4,5,60,2,4,60
臺北市北投區光明路68號7樓之6,2,3,6,2,3,7,3,6,16,1,1,28,0,3,14,3,5,9,0,0,3,5,14,28,7,11,28,12,34,60,8,16,38,7,15,58
臺北市北投區泉源路49之17號3樓,0,1,5,0,1,5,2,4,13,1,1,25,0,2,10,0,2,7,0,0,2,1,6,26,1,1,22,10,27,60,4,13,29,8,15,44
臺北市中山區民生東路三段７３巷１３號三樓,1,3,5,0,4,10,0,4,9,20,25,33,0,9,19,2,9,21,2,20,24,7,19,35,6,33,51,15,46,60,10,26,52,11,39,51
臺北市內湖區成功路四段２２３巷１５弄９號五樓,1,2,7,2,4,13,1,3,15,1,8,32,0,0,11,2,5,6,0,1,9,2,9,44,5,11,39,8,31,60,5,17,55,4,13,60
臺北市內湖區文德路106號10樓之2,1,2,7,0,2,15,1,1,22,0,14,34,0,2,14,1,2,7,0,4,30,4,13,55,4,14,45,9,21,60,6,23,60,4,16,60
臺北市中山區松江路４３１巷１３號五樓,0,2,3,1,3,4,0,6,7,0,4,34,3,10,10,0,11,44,2,8,15,12,27,33,8,17,30,7,33,58,5,27,42,2,28,45
臺北市中山區合江街23號2樓,0,4,4,1,3,8,0,3,11,23,30,35,2,9,20,3,24,35,1,17,31,4,21,38,8,40,55,18,51,60,12,45,60,3,43,60
臺北市中山區松江路４１８號二樓,0,2,3,1,2,6,0,5,8,1,6,37,3,10,11,0,28,56,0,11,16,6,29,35,9,18,31,8,37,60,5,28,45,6,29,57
臺北市中山區新生北路二段127巷22號,2,4,6,1,3,7,0,6,8,2,13,41,3,12,16,28,60,60,6,14,32,7,23,37,6,29,43,14,45,60,8,42,60,13,51,60
臺北市中山區林森北路263號八樓之3,0,5,8,3,12,23,1,7,11,1,10,23,2,15,21,53,60,60,5,30,55,4,14,34,4,25,57,8,43,60,8,36,60,13,54,60
臺北市內湖區康寧路三段１８９巷１５７弄２６號二樓,0,2,8,0,3,18,2,5,18,1,2,24,2,3,16,0,0,9,1,2,18,2,14,49,4,9,52,7,27,60,2,9,59,14,18,60
臺北市中正區中華路一段９５巷９號七樓之１,1,4,6,3,20,25,1,7,13,6,19,34,5,24,35,4,26,33,2,26,37,8,18,28,14,39,60,4,54,60,5,22,47,7,42,60
臺北市大同區重慶北路三段５８號四樓,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號八樓,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號十樓,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號十一樓,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號十二樓,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號十三樓,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號十四樓,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號五樓之１,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號六樓之１,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號八樓之１,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市大同區重慶北路三段５８號十五樓之１,1,3,4,7,11,16,4,8,13,1,15,22,3,10,18,6,10,22,2,10,22,4,9,25,6,19,24,7,25,50,7,33,48,5,21,43
臺北市中正區杭州南路一段101巷31之1號6樓,1,4,7,0,8,16,0,6,9,4,29,47,3,21,40,0,2,4,1,19,25,7,20,25,4,21,50,8,40,60,9,41,60,8,27,60
臺北市萬華區西園路一段１１５號十樓之５,1,2,3,6,11,17,2,7,10,0,9,12,2,8,16,6,18,29,5,19,26,8,20,29,7,27,36,14,34,60,7,14,23,15,38,44
臺北市大同區大龍街91巷29號,0,3,5,3,12,15,2,10,14,10,20,23,2,9,16,2,15,40,1,8,16,3,13,18,7,19,20,7,33,59,8,38,47,6,29,52
臺北市萬華區環河南路一段７１號六樓之１１,0,2,4,2,10,16,1,3,6,4,8,24,1,9,16,10,26,29,13,23,35,2,12,19,1,23,35,5,21,35,2,11,27,18,35,58
臺北市大同區重慶北路三段236巷45弄2之2號,0,2,3,1,5,15,2,6,10,0,5,15,2,5,11,1,5,10,3,4,11,3,6,10,2,15,27,7,24,43,7,15,37,3,9,14
臺北市萬華區長沙街二段148號八樓,0,2,3,3,13,16,2,4,10,5,10,17,3,11,17,7,27,28,1,25,28,5,19,22,1,30,35,9,26,60,8,13,23,22,40,48
臺北市大同區雙連街７５號十四樓之２,2,5,6,4,15,23,2,12,14,6,21,27,4,21,25,4,55,60,2,33,56,1,21,34,5,19,34,10,35,53,12,44,60,11,51,60
臺北市中山區民生東路二段83號二樓之32,1,3,6,1,3,8,3,7,9,2,10,36,3,10,16,11,60,60,3,13,32,7,24,40,9,28,43,11,43,60,8,40,60,11,53,60
臺北市中山區民生東路二段83號二樓之31,1,3,6,1,3,8,3,7,9,2,10,36,3,10,16,11,60,60,3,13,32,7,24,40,9,28,43,11,43,60,8,40,60,11,53,60
臺北市中正區汀州路二段255巷12弄6號2樓,1,2,4,0,2,7,3,8,17,9,17,35,3,17,27,2,4,8,2,6,14,4,15,31,4,16,26,20,48,60,19,60,60,6,26,38
臺北市文山區木柵路四段139號4樓之3,1,3,5,0,1,8,1,5,18,0,2,29,0,1,23,0,0,3,0,0,0,1,2,22,7,13,28,6,22,60,3,12,49,0,1,26
臺北市文山區忠順街一段10巷5號十一樓,0,0,10,0,2,19,2,6,36,0,1,50,2,7,42,0,1,10,0,0,7,5,10,60,0,5,59,17,30,60,6,13,60,2,5,60
臺北市文山區秀明路一段79巷5弄16號,0,1,7,1,2,14,2,5,24,2,8,47,2,6,30,0,1,5,0,0,4,3,10,36,3,6,46,2,33,60,4,24,60,2,6,40
臺北市文山區木柵路二段109巷100弄4號10樓,0,2,8,1,2,15,2,7,26,0,5,47,1,6,30,0,0,6,0,0,5,2,7,41,3,6,48,5,27,60,6,19,60,3,4,41
臺北市文山區興隆路二段143號3樓,0,2,10,3,3,21,5,9,33,3,13,60,1,3,42,2,3,11,0,1,10,4,10,59,0,10,60,14,31,60,10,24,60,1,6,60
臺北市文山區仙岩路２２巷２１號七樓之１,0,1,9,3,3,21,5,8,32,3,13,60,1,3,39,1,3,12,0,0,13,5,8,59,0,8,59,7,29,60,7,24,60,2,20,60
臺北市中正區和平西路一段５９號五樓之１０,1,2,4,1,10,13,3,7,12,0,16,27,6,20,34,1,4,5,0,5,12,6,11,28,5,19,30,10,42,60,22,50,60,18,27,35
臺北市文山區久康街24巷7號7樓之1,0,0,7,1,2,14,3,5,24,3,13,45,3,7,29,0,1,4,0,0,4,4,10,34,3,3,46,6,33,60,8,27,60,2,6,31
臺北市文山區羅斯福路六段159巷5弄20號5樓,1,2,10,0,6,24,1,11,38,1,5,60,0,5,46,1,2,14,1,1,15,4,15,60,2,12,56,11,38,60,15,34,60,2,13,60
臺北市文山區辛亥路七段26巷25號三樓,0,0,9,0,2,19,3,6,34,1,8,50,4,6,39,1,1,10,0,0,7,2,8,60,2,7,53,9,29,60,3,14,60,0,5,60
臺北市文山區樟新街36號7樓之3,0,0,10,0,1,20,0,2,34,0,1,49,1,2,44,0,0,13,0,4,11,3,9,60,0,4,60,5,17,60,1,4,60,0,4,60
臺北市中正區羅斯福路一段１３１號九樓,2,3,5,1,8,14,2,11,13,2,22,34,7,29,37,0,3,5,2,8,15,5,19,25,7,24,38,7,35,60,16,50,60,18,27,55
臺北市內湖區民權東路六段296巷46號3樓,1,2,9,0,2,19,3,6,22,1,2,25,0,3,16,0,0,10,1,1,19,4,11,52,2,9,60,8,26,60,5,7,60,3,18,60
臺北市內湖區金湖路１２５號十樓,0,2,7,2,4,19,1,4,20,0,9,32,0,0,12,1,4,6,0,1,13,2,8,52,2,11,46,8,28,60,3,14,60,0,15,60
臺北市萬華區西昌街85號4樓,0,2,4,5,13,16,2,4,8,5,10,17,3,10,16,6,27,28,0,25,28,4,17,22,1,28,36,8,25,56,6,12,22,23,40,47
臺北市萬華區民和街81巷11號三樓,0,0,1,2,4,7,6,10,12,1,2,2,2,6,8,1,5,7,0,1,5,5,19,26,0,8,17,7,29,60,9,21,30,7,9,18
臺北市中山區南京東路三段216巷21號四樓,1,2,6,3,6,8,3,6,10,8,32,45,3,13,22,8,20,40,7,21,46,6,15,35,8,22,58,15,54,60,15,45,60,13,45,60
臺北市內湖區民權東路六段１８０巷７０弄２３號八樓,0,0,13,1,1,24,1,1,31,2,13,35,1,4,21,0,0,17,1,2,38,1,3,60,0,2,60,7,22,60,3,5,60,0,23,60
臺北市內湖區內湖路一段27號五樓,1,2,6,0,1,12,1,4,18,0,2,44,1,3,20,1,1,6,6,10,25,7,13,49,6,12,48,11,34,60,3,9,60,0,3,24
臺北市內湖區成功路三段７６巷３７號二樓,1,2,7,1,4,17,0,3,23,6,19,34,0,4,15,2,4,6,1,1,26,4,11,57,7,13,46,5,20,60,5,19,60,9,32,60
臺北市中山區中山北路二段７７巷１６號六樓之３,1,5,7,2,11,23,0,8,13,3,11,29,2,14,27,38,60,60,11,30,42,5,19,35,2,17,52,13,42,60,12,45,60,16,56,60
臺北市中山區新生北路二段６６號七樓之１９,0,5,6,2,9,18,1,7,11,0,9,25,1,12,23,36,60,60,6,27,42,4,19,31,3,26,54,12,45,60,9,42,60,10,57,60
臺北市中山區民權東路一段48號十樓之5,2,4,7,1,6,17,3,6,15,7,22,26,4,12,21,30,51,60,5,16,29,8,19,28,2,16,41,13,47,60,18,40,60,27,46,60
臺北市北投區文林北路９４巷５弄５號十樓之１,1,3,6,0,5,16,1,5,24,0,2,51,0,2,29,1,4,13,1,5,24,3,11,60,2,14,46,6,23,60,5,20,60,2,8,60
臺北市北投區民族街１７號五樓,0,3,6,2,3,8,0,5,16,0,2,31,1,3,16,1,5,10,0,0,3,2,12,36,2,12,30,9,40,60,5,18,41,3,22,60
臺北市北投區民族街１７號六樓,0,3,6,2,3,8,0,5,16,0,2,31,1,3,16,1,5,10,0,0,3,2,12,36,2,12,30,9,40,60,5,18,41,3,22,60
臺北市士林區中山北路七段81巷38之3號3樓,0,0,4,0,1,12,1,4,20,1,6,48,2,7,23,1,1,8,0,2,11,7,13,51,0,1,27,9,22,60,7,10,60,3,53,60
臺北市北投區實踐街56巷4號2樓,0,2,7,0,7,11,2,5,18,1,11,33,2,7,22,0,3,10,0,2,14,4,13,56,0,12,42,6,22,60,6,15,60,4,7,60
臺北市北投區大同街230號9樓,1,2,5,0,4,4,4,6,13,0,4,23,2,5,9,2,5,7,0,0,2,5,11,22,0,8,22,12,32,60,7,16,30,6,15,23
臺北市北投區永興路二段３８號十樓,1,2,5,1,3,4,3,7,13,0,2,25,1,4,10,2,3,7,0,0,2,7,9,22,0,5,22,10,34,60,10,19,30,6,20,24
臺北市松山區民權東路五段１２號五樓,0,0,2,1,5,5,3,4,6,0,1,3,1,2,4,0,1,5,1,2,10,1,12,24,0,4,12,6,29,53,7,13,21,3,6,23
臺北市松山區民生東路三段１１３巷２５弄４１號三樓,1,4,4,2,4,11,1,4,9,1,25,31,3,10,16,3,9,14,7,18,22,5,15,33,8,25,39,14,44,60,7,26,51,20,32,60
臺北市松山區民生東路四段75巷5弄5號5樓之2,0,3,4,2,9,11,2,4,12,0,25,28,5,9,19,1,8,13,8,17,19,6,17,28,5,23,32,18,45,60,6,32,55,13,43,60
臺北市松山區南京東路三段303巷14弄8號5樓,2,3,4,1,7,12,2,8,10,4,31,36,4,16,22,4,16,29,12,21,39,3,24,36,9,25,41,8,56,60,9,46,60,21,44,60
臺北市南港區東新街80巷19號,1,2,8,1,1,22,4,8,22,1,1,17,3,5,24,0,9,34,0,4,58,4,10,53,1,12,48,12,43,60,6,25,60,14,20,50
臺北市信義區吳興街１１８巷１５弄６號六樓,1,3,5,1,9,9,2,5,9,14,25,28,3,13,14,2,20,25,3,20,32,4,22,42,5,24,37,9,34,58,14,33,50,22,30,60
臺北市南港區昆陽街191巷5號4樓之1,1,1,6,0,5,20,1,5,24,0,1,33,0,3,31,1,1,21,1,2,27,1,5,48,5,6,49,7,23,60,4,13,60,0,14,45
臺北市大安區和平東路一段75巷11號6樓,1,4,5,0,2,10,2,10,15,13,23,30,7,19,34,0,3,5,4,13,14,6,21,29,7,26,38,10,52,60,20,56,60,8,36,41
臺北市文山區羅斯福路六段１４２巷２０弄２３號２樓,1,2,10,0,6,22,2,10,38,0,5,60,0,6,44,0,2,14,1,1,17,6,16,60,5,12,56,13,32,60,13,31,60,2,13,60
臺北市文山區興隆路一段１６８號４樓,1,2,11,2,9,23,2,12,42,1,11,60,0,5,48,2,2,14,1,2,13,5,14,60,2,10,60,13,40,60,9,28,60,2,5,60
臺北市文山區興隆路二段61巷9號10樓,0,2,10,1,8,23,3,10,38,3,6,60,0,2,44,1,3,12,0,1,14,4,17,60,0,12,60,14,36,60,11,29,60,1,8,60
臺北市北投區文林北路８０巷４４號三樓,2,2,6,0,5,16,2,5,24,0,2,51,0,2,28,1,3,14,2,5,24,2,11,59,4,14,46,8,24,60,6,21,60,2,5,60
臺北市士林區天母東路８巷２３號四樓之６,0,0,3,0,1,11,4,7,21,2,5,55,3,9,26,0,2,8,2,5,12,5,21,51,0,0,31,7,27,60,4,20,60,4,29,60
臺北市北投區泉源路34號三樓之5,0,1,5,1,3,5,2,5,13,1,1,26,1,2,10,1,3,7,0,0,2,3,7,25,1,2,22,14,29,60,5,17,30,11,16,46
臺北市士林區通河東街一段１０８號四樓,0,1,7,2,2,15,1,3,21,0,2,31,1,3,23,0,8,26,1,11,28,2,10,53,0,7,56,6,28,60,1,12,60,1,8,60
臺北市士林區福林路１００巷１７號五樓,0,1,5,0,4,14,1,3,21,0,0,41,1,2,25,0,0,13,0,3,23,3,5,54,3,10,36,15,33,60,8,23,60,3,7,60
臺北市士林區中山北路七段２１９巷８號三樓之１０,0,0,2,1,1,7,0,1,19,0,2,45,2,4,22,0,1,6,0,0,9,2,7,42,0,0,14,6,19,60,2,8,54,1,2,60
臺北市士林區至善路二段７之２號五樓,0,0,7,0,1,12,0,1,27,11,13,43,1,5,27,0,0,13,1,1,30,0,0,54,0,1,54,3,11,60,1,7,60,0,0,60
臺北市中正區齊東街２０號２樓,1,3,7,2,11,20,1,5,9,7,26,36,7,20,28,1,24,55,9,11,24,5,16,26,3,22,52,16,34,59,9,43,60,5,27,60
臺北市中山區復興北路４８６號４樓之５,1,2,3,0,2,4,1,2,5,0,19,23,0,3,10,1,3,6,3,8,15,2,16,24,6,22,30,2,18,48,4,17,26,2,12,33
臺北市中山區中山北路一段１４０巷８號２樓,1,5,9,8,20,27,0,5,7,2,19,42,7,17,32,31,60,60,20,49,60,1,16,27,15,36,55,10,35,60,17,44,60,9,50,60
臺北市內湖區江南街71巷16弄41號4樓,0,2,9,1,2,20,0,4,22,5,8,36,1,1,18,0,1,17,3,4,38,3,12,60,5,13,56,5,26,60,7,19,60,5,11,60
臺北市內湖區文德路９０巷４３號６樓,1,2,7,0,2,15,1,1,23,0,14,34,0,2,14,1,2,9,0,4,31,2,12,55,4,15,44,9,19,60,6,19,60,3,17,60
臺北市內湖區內湖路一段４７巷３４之２號二樓,1,1,6,0,0,7,1,2,17,0,2,43,1,3,18,0,1,3,0,9,17,2,7,33,0,10,42,10,22,60,1,4,55,0,3,20
臺北市士林區承德路四段１巷１號４樓,0,2,2,0,2,6,1,4,4,0,3,19,0,3,5,4,4,8,1,4,12,2,5,10,0,8,16,7,30,50,1,12,22,2,2,10
臺北市北投區珠海路２１號２樓,1,2,5,1,3,5,4,7,14,0,3,27,1,4,11,2,5,7,0,0,2,5,13,26,0,8,22,12,37,60,9,19,31,8,23,32
臺北市北投區三合街一段７１號５樓,1,3,7,0,2,11,1,3,18,0,5,32,1,2,17,2,3,11,0,2,3,3,10,40,4,13,31,12,32,60,2,12,51,1,6,60
臺北市北投區明德路１２８號４樓,1,3,6,0,7,15,2,5,22,0,6,44,1,6,28,1,6,11,0,6,19,2,21,58,2,16,42,6,28,60,9,25,60,3,31,60
臺北市北投區知行路３３６號４樓之７,1,1,4,2,2,4,3,3,7,2,4,36,1,2,12,1,1,1,0,0,3,2,7,15,1,1,7,5,14,42,6,7,22,1,6,18
